#Clinic,Clinic,#Doctor,Doctor,#Hospitalization reason,Hospitalization reason,#Follow up reason,Follow up reason
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,-1,(Non renseigné),2,Patient sans facteur de risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,-1,(Non renseigné),1,Patient à risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1810,Dr MAHADEVAN Pranesh,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,527,Dr MAHE Véronique,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,527,Dr MAHE Véronique,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,527,Dr MAHE Véronique,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,527,Dr MAHE Véronique,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,527,Dr MAHE Véronique,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,527,Dr MAHE Véronique,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,527,Dr MAHE Véronique,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,527,Dr MAHE Véronique,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,527,Dr MAHE Véronique,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,527,Dr MAHE Véronique,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,527,Dr MAHE Véronique,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,527,Dr MAHE Véronique,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1647,Dr MAHEVAS Matthieu,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,42,Dr MAILLET Mathurin,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,42,Dr MAILLET Mathurin,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,42,Dr MAILLET Mathurin,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,42,Dr MAILLET Mathurin,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,42,Dr MAILLET Mathurin,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,42,Dr MAILLET Mathurin,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,42,Dr MAILLET Mathurin,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,42,Dr MAILLET Mathurin,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,42,Dr MAILLET Mathurin,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,42,Dr MAILLET Mathurin,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,42,Dr MAILLET Mathurin,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,42,Dr MAILLET Mathurin,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1175,Dr MAILLEY Ombeline,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1175,Dr MAILLEY Ombeline,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1175,Dr MAILLEY Ombeline,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1175,Dr MAILLEY Ombeline,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1175,Dr MAILLEY Ombeline,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1422,Dr MAIRE Frederique,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1422,Dr MAIRE Frederique,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1422,Dr MAIRE Frederique,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1422,Dr MAIRE Frederique,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1422,Dr MAIRE Frederique,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1422,Dr MAIRE Frederique,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1422,Dr MAIRE Frederique,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1422,Dr MAIRE Frederique,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1422,Dr MAIRE Frederique,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1422,Dr MAIRE Frederique,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1422,Dr MAIRE Frederique,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1422,Dr MAIRE Frederique,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1064,Dr MAISONNEUVE Emeline,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,216,Dr MAJDLING Alena,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,281,Dr MAJDLING Alena,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,216,Dr MAJDLING Alena,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,281,Dr MAJDLING Alena,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,216,Dr MAJDLING Alena,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,281,Dr MAJDLING Alena,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,216,Dr MAJDLING Alena,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,281,Dr MAJDLING Alena,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,216,Dr MAJDLING Alena,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,281,Dr MAJDLING Alena,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,216,Dr MAJDLING Alena,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,281,Dr MAJDLING Alena,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,216,Dr MAJDLING Alena,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,281,Dr MAJDLING Alena,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,216,Dr MAJDLING Alena,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,281,Dr MAJDLING Alena,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,216,Dr MAJDLING Alena,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,281,Dr MAJDLING Alena,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,216,Dr MAJDLING Alena,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,281,Dr MAJDLING Alena,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,216,Dr MAJDLING Alena,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,281,Dr MAJDLING Alena,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,216,Dr MAJDLING Alena,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,281,Dr MAJDLING Alena,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,1176,Dr MAJERSDORF-SOTTO Marion,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,43,Dr MAKHLOUFI Sabrina,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,941,Dr MALARTIC Mireille,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,941,Dr MALARTIC Mireille,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,941,Dr MALARTIC Mireille,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,941,Dr MALARTIC Mireille,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,941,Dr MALARTIC Mireille,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,941,Dr MALARTIC Mireille,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,941,Dr MALARTIC Mireille,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,941,Dr MALARTIC Mireille,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,941,Dr MALARTIC Mireille,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,941,Dr MALARTIC Mireille,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,941,Dr MALARTIC Mireille,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,941,Dr MALARTIC Mireille,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,942,Dr MALET V,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,942,Dr MALET V,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,942,Dr MALET V,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,942,Dr MALET V,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,942,Dr MALET V,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,942,Dr MALET V,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,942,Dr MALET V,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,942,Dr MALET V,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,942,Dr MALET V,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,942,Dr MALET V,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,942,Dr MALET V,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,942,Dr MALET V,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,671,Dr MALET Valentine,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,671,Dr MALET Valentine,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,671,Dr MALET Valentine,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,671,Dr MALET Valentine,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,671,Dr MALET Valentine,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,671,Dr MALET Valentine,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,671,Dr MALET Valentine,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,671,Dr MALET Valentine,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,671,Dr MALET Valentine,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,671,Dr MALET Valentine,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,671,Dr MALET Valentine,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,671,Dr MALET Valentine,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,94,Dr MALISSIN Isabelle,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,94,Dr MALISSIN Isabelle,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,2,En sortie d'hospitalisation,1,Patient à risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,2,En sortie d'hospitalisation,3,Suivi prolongé
1,Région Ile de France,94,Dr MALISSIN Isabelle,4,Vu en consultation en ville,2,Patient sans facteur de risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,4,Vu en consultation en ville,1,Patient à risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,4,Vu en consultation en ville,3,Suivi prolongé
1,Région Ile de France,94,Dr MALISSIN Isabelle,3,Vu en consultation à l'hôpital,2,Patient sans facteur de risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,3,Vu en consultation à l'hôpital,1,Patient à risque
1,Région Ile de France,94,Dr MALISSIN Isabelle,3,Vu en consultation à l'hôpital,3,Suivi prolongé
1,Région Ile de France,508,Dr MALKA Alexandra,1,Consultant SAMU,2,Patient sans facteur de risque
1,Région Ile de France,508,Dr MALKA Alexandra,1,Consultant SAMU,1,Patient à risque
1,Région Ile de France,508,Dr MALKA Alexandra,1,Consultant SAMU,3,Suivi prolongé
1,Région Ile de France,508,Dr MALKA Alexandra,2,En sortie d'hospitalisation,2,Patient sans facteur de risque
